gene_id,gene_symbol,fpkm_C42B0,fpkm_C42B25nM,fpkm_C42B50nM,tpm_C42B0,tpm_C42B25nM,tpm_C42B50nM,read_count_C42B0,read_count_C42B25nM,read_count_C42B50nM
55289,ACOXL,1.55,2.25,2.19,2.88,4.26,4.05,99.16,149.35,149.23
55290,BRF2,5.7,5.15,5.57,10.55,9.74,10.28,271.52,238.71,250.12
55291,PPP6R3,29.26,26.25,22.53,54.19,49.65,41.61,2724.17,2396.09,2012.64
55293,UEVLD,7.13,8.15,7.56,13.2,15.42,13.97,476.61,570.4,508
55294,FBXW7,2.9,3.65,2.86,5.37,6.91,5.29,244,293,239
55295,KLHL26,8.64,10.91,10.73,16,20.64,19.82,473.43,514.46,561.69
55296,TBC1D19,1.89,1.35,0.93,3.5,2.55,1.72,76,52,42
55297,CCDC91,9.2,13.08,11.71,17.03,24.75,21.63,430.99,601,519.4
55298,RNF121,13.89,14.52,13.62,25.72,27.48,25.16,593.27,597.24,546.74
55299,BRIX1,42.87,35.65,26.09,79.38,67.44,48.18,1255,1015,720
55300,PI4K2B,7.5,5.66,3.94,13.89,10.7,7.28,479,357,237
55301,OLAH,0.23,0.53,0.43,0.43,1,0.79,7.53,15.73,12.81
55303,GIMAP4,0,0.03,0.03,0,0.05,0.05,0,1,1
55304,SPTLC3,0.06,0.3,0.5,0.12,0.57,0.93,4.07,32.65,34.2
55308,DDX19A,17.06,22.73,20.92,31.6,42.99,38.64,935.25,1211.57,1080.47
55311,ZNF444,35.42,49.42,49.77,65.59,93.5,91.91,1336.87,1782.79,1728.66
55312,RFK,35.48,40.08,30.21,65.69,75.83,55.79,1715.45,1885.05,1376.94
55313,CPPED1,3.32,6.06,5.54,6.15,11.46,10.23,384.17,680.59,601.97
55314,TMEM144,5.83,7.62,7.03,10.8,14.42,12.99,339,422,391
55315,SLC29A3,7.1,12.98,16.92,13.15,24.56,31.24,302,532,669
55316,RSAD1,19.91,20.61,19,36.87,38.98,35.08,914,920,822
55317,AP5S1,9.26,13.94,13.05,17.14,26.36,24.09,403.12,572.06,514.95
55319,TMA16,14.38,13.22,11.31,26.62,25.01,20.88,464,415,344
55320,MIS18BP1,2.33,1.43,1.55,4.31,2.71,2.86,202.97,130.5,133.89
55321,TMEM74B,0.27,0.23,0.3,0.5,0.43,0.55,9,8,8
55322,C5orf22,15.41,24.69,24.54,28.53,46.7,45.32,957.76,1482.43,1434.44
55323,LARP6,18.77,30.4,27.61,34.76,57.5,50.99,229.88,309.02,268.8
55324,ABCF3,35.53,44.31,47.17,65.8,83.82,87.11,1703,2066,2130
55325,UFSP2,10.5,10.01,11.2,19.45,18.94,20.69,461.06,427.38,463.52
55326,AGPAT5,10.74,6.36,4.85,19.9,12.02,8.95,1057,607,448
55327,LIN7C,7.06,7.49,5.6,13.07,14.17,10.34,642.29,662.96,480.11
55328,RNLS,0.1,0.86,0.73,0.19,1.63,1.34,6.7,48.75,34.04
55329,MNS1,2.51,1.89,2.55,4.65,3.57,4.7,94.35,68.98,90.3
55330,BLOC1S4,15.38,19.71,17.14,28.49,37.29,31.65,421.18,524.88,442.28
55331,ACER3,4.57,5.1,4.98,8.46,9.64,9.2,595.93,644,588.38
55332,DRAM1,13.54,20.35,15.54,25.07,38.51,28.7,839.6,1225.76,909.6
55333,SYNJ2BP,6.58,8.33,7.14,12.18,15.75,13.19,875.29,1077.28,895.53
55334,SLC39A9,27.81,35.44,30.99,51.49,67.04,57.23,2659,3197,2750
55335,NIPSNAP3B,0.01,0.03,0.05,0.02,0.06,0.1,1.02,3.08,5.17
55336,FBXL8,5.19,6.64,6.34,9.62,12.56,11.71,155.91,193.76,179.34
55337,SHFL,2.73,7.83,7.61,5.05,14.81,14.06,100.49,260.15,259.63
55339,WDR33,10.48,10.66,10.45,19.4,20.17,19.3,1297.62,1091.98,1106.63
55340,GIMAP5,0,0.06,0.03,0,0.11,0.06,0,2,1
55341,LSG1,17.14,24.62,25.6,31.75,46.57,47.27,1040.94,1463.99,1458.66
55342,STRBP,19.82,18.4,17.55,36.7,34.81,32.42,1209.12,1088.53,1012.17
55343,SLC35C1,15.13,19.55,18.31,28.01,36.99,33.82,907.84,934.25,888.17
55344,PLCXD1,4.08,4.09,4.21,7.55,7.73,7.77,393.03,389.52,358.69
55345,ZGRF1,0.54,0.4,0.32,1.01,0.76,0.6,57,43,28
55346,TCP11L1,4.83,2.77,2.66,8.94,5.24,4.92,595.43,433.23,409.66
55347,ABHD10,24.93,33.57,27.62,46.17,63.51,51.01,1210,1586,1264
55349,CHDH,8.3,5.39,4.29,15.36,10.19,7.91,1120.2,706.94,550.36
55351,STK32B,0.1,0.11,0,0.19,0.2,0,3,4,0
55352,COPRS,91.9,100.58,90.68,170.18,190.28,167.45,1429,1521,1329
55353,LAPTM4B,31.51,51.64,47.63,58.34,97.69,87.96,1431.44,2281.6,2039.66
55355,HJURP,26.07,15.84,16.04,48.27,29.97,29.63,1265.21,748.89,759
55356,SLC22A15,0.27,0.78,0.73,0.51,1.48,1.35,22,56.37,57.93
55357,TBC1D2,3.25,5.76,6.55,6.02,10.9,12.1,190,311,359
55359,STYK1,7.09,11.25,10.86,13.13,21.27,20.06,374,573,541
55361,PI4K2A,13.82,14.43,16.13,25.59,27.3,29.79,1086,1103,1195
55362,TMEM63B,27.46,42.59,45.3,50.86,80.56,83.64,1692,2559,2642
55364,IMPACT,15.43,5.57,4.72,28.57,10.53,8.72,1081.33,379.51,311.79
55366,LGR4,3,3.11,2.82,5.55,5.89,5.21,293,296,262
55367,PIDD1,8.39,20.34,21.28,15.54,38.48,39.3,506.87,1109.86,1115.94
55374,TMCO6,11.61,15.87,17.55,21.51,30.03,32.4,385.71,512.92,550.38
55379,LRRC59,145.55,82.52,82.4,269.53,156.1,152.16,7823.06,4313.31,4174.35
55388,MCM10,10.61,3.31,3.49,19.65,6.26,6.45,906.62,274.82,280.84
55421,NCBP3,10.85,14.53,13.17,20.09,27.5,24.33,933.69,1206.31,1053.21
55422,ZNF331,4.5,5.1,5.14,8.33,9.65,9.48,369.01,424,398.35
55425,GPALPP1,4.03,4.07,3.82,7.46,7.7,7.05,230.58,233.84,241.84
55432,YOD1,3.81,2.57,2,7.06,4.87,3.7,450,296,223
55435,AP1AR,13.9,16.2,13.93,25.73,30.64,25.71,736,835,704
55437,STRADB,18.31,13.2,11.06,33.9,24.96,20.42,753,529,430
55450,CAMK2N1,40.28,12.86,10.48,74.58,24.33,19.35,1741.18,540.79,427
55454,CSGALNACT2,6.74,8.06,6.33,12.49,15.25,11.69,461,547,421
55466,DNAJA4,0.02,0.02,0.1,0.03,0.04,0.18,1,1,5
55471,NDUFAF7,5.72,7.09,5.51,10.59,13.42,10.18,225.54,273.98,205.85
55486,PARL,42.36,45.54,41.5,78.44,86.16,76.64,1073.25,1162.86,1019.77
55500,ETNK1,8.01,5.28,4.73,14.84,9.99,8.74,772.14,590,484
55501,CHST12,12.51,13.37,10.52,23.16,25.29,19.43,557.65,681.51,563.95
55502,HES6,75.24,122.17,119.24,139.32,231.11,220.19,1884,2973,2811
55503,TRPV6,17.31,15.51,15.14,32.06,29.34,27.96,938.98,818,773.98
55504,TNFRSF19,58.6,32.81,27.69,108.52,62.07,51.13,4437,2383,1969
55505,NOP10,253.01,236.15,222.68,468.52,446.74,411.2,2200,1997,1825
55506,MACROH2A2,3.24,5.21,6.2,6.01,9.85,11.45,116,181,209
55507,GPRC5D,0,0.06,0.11,0,0.11,0.21,0,2,3
55508,SLC35E3,8.11,6.43,5.65,15.01,12.16,10.44,582.22,501.18,495.12
55509,BATF3,2.68,0.76,1.17,4.97,1.43,2.15,39,11,16
55510,DDX43,1.44,2.27,3.15,2.66,4.3,5.81,65,100,134
55511,SAGE1,1.33,3.95,4.85,2.46,7.47,8.95,72,186,227
55512,SMPD3,0.34,1.21,1.34,0.64,2.29,2.47,33.79,108.04,112.32
55515,ASIC4,0.03,0,0.06,0.05,0,0.11,1,0,2
55520,ELAC1,1.51,0.33,0.28,2.8,0.62,0.53,62,13,11
55521,TRIM36,6.4,11.52,7.99,11.86,21.8,14.75,484,804,549
55526,DHTKD1,7.64,6.12,5.75,14.15,11.58,10.62,743.6,579.31,527.55
55527,FEM1A,11.64,14.2,14.23,21.55,26.86,26.28,2097.26,2487.91,2416.82
55529,PIP4P2,9.99,13.46,13.82,18.5,25.46,25.52,297,481,419
55530,SVOP,0.49,0.34,0.34,0.9,0.64,0.63,60.91,41.4,40.32
55531,ELMOD1,0.3,0.31,0.26,0.56,0.59,0.47,16.99,17.63,13.76
55532,SLC30A10,0.15,0.2,0.22,0.29,0.37,0.41,18.53,22.82,25.01
55534,MAML3,3.12,2.75,1.87,5.78,5.21,3.46,402.96,345.37,227.83
55536,CDCA7L,18.47,12,12.2,34.19,22.7,22.53,985.39,618.38,604.78
55540,IL17RB,6.38,5.13,3.91,11.82,9.71,7.22,258.44,252.28,205.25
55544,RBM38,13.48,15.58,17.2,24.97,29.48,31.76,600,675,721
55552,ZNF823,1.44,1.9,2.48,2.66,3.59,4.57,61.53,78.33,100.72
55553,SOX6,0.05,0.06,0.03,0.09,0.12,0.05,8,10,4
55554,KLK15,10.5,20.07,18.53,19.45,37.96,34.21,275,526.65,486
55556,ENOSF1,13.09,11.94,12.26,24.24,22.59,22.64,512.18,490.4,461.55
55558,PLXNA3,3.95,5.66,6.15,7.31,10.71,11.35,532.51,704.32,745.5
55559,HAUS7,16.86,8.81,9.35,31.23,16.67,17.26,421,214,220
55561,CDC42BPG,9.67,17.28,17.15,17.9,32.69,31.67,1025.58,1765.27,1679.2
55565,ZNF821,8.65,9.58,9.47,16.02,18.13,17.48,294,295,291
55567,DNAH3,0.04,0.03,0.02,0.07,0.07,0.03,4.71,4.44,3.01
55568,GALNT10,7.3,11.75,11.54,13.52,22.23,21.31,819,1282,1220
55571,CNOT11,22.43,24.36,24.09,41.53,46.08,44.48,1050,1109,1063
55572,FOXRED1,48.11,49.83,52.79,89.1,94.26,97.48,1738,1748,1791
55573,CDV3,41.08,40.79,38.26,76.07,77.16,70.64,2641,2544,2305
55576,STAB2,0.02,0,0.04,0.04,0,0.08,2,0,4
55577,NAGK,13.11,15.49,16.94,24.28,29.3,31.28,421.84,498.03,509.03
55578,SUPT20H,12.67,17.47,17.26,23.46,33.05,31.88,683.91,919.44,882.57
55582,KIF27,0.98,1.12,1.17,1.82,2.11,2.17,91.8,117.67,113.43
55585,UBE2Q1,40.22,52.14,51,74.48,98.64,94.17,2436,3071,2911
55586,MIOX,0.44,0.27,0.14,0.82,0.5,0.26,17.24,8.56,4.13
55588,MED29,28.7,50.33,55.35,53.14,95.21,102.21,1929.33,3289.28,3504.73
55589,BMP2K,1.32,4.34,4.08,2.44,8.2,7.53,113.53,264.94,246.12
55591,VEZT,10.71,14.15,11.88,19.83,26.76,21.93,929,1188,968
55593,OTUD5,32.72,44.34,50.05,60.59,83.87,92.43,1648.08,2159.91,2289.41
55596,ZCCHC8,6.05,4.11,4.9,11.21,7.77,9.05,341.67,234.14,244.05
55599,RNPC3,2.14,3.28,2.24,3.96,6.21,4.14,85,127,84
55600,ITLN1,0,0.05,0,0,0.09,0,0,1,0
55601,DDX60,0.4,0.5,0.56,0.75,0.94,1.03,45.79,55.55,58
55602,CDKN2AIP,4.71,5.07,4.29,8.73,9.6,7.91,312,327,267
55603,TENT5A,0.18,0.52,0.38,0.33,0.98,0.71,19,53,38
55604,CARMIL1,7.23,7.47,6.64,13.38,14.13,12.27,747,750,648
55605,KIF21A,10.46,6.1,6.46,19.36,11.54,11.93,1230,699,717
55607,PPP1R9A,0.26,0.27,0.26,0.47,0.51,0.48,50,51,47.77
55608,ANKRD10,10.78,8.59,6.85,19.97,16.25,12.66,555.92,486.66,360.33
55609,ZNF280C,0.86,0.89,0.88,1.59,1.68,1.62,74.21,73.74,71.61
55610,VPS50,4.89,4.94,5.6,9.05,9.35,10.35,321.3,304.69,305.28
55611,OTUB1,46.15,80.19,88.82,85.46,151.7,164.01,1967,3324,3568
55612,FERMT1,5.31,3.13,2.9,9.83,5.92,5.36,467,268,241
55613,MTMR8,0.61,0.58,0.39,1.12,1.1,0.71,30,28,18
55614,KIF16B,0.71,1.24,1.28,1.32,2.34,2.36,73,126,111
55615,PRR5,32.92,25.55,25.32,60.96,48.34,46.76,1132.01,855.88,818.96
55616,ASAP3,4.6,4.05,4.28,8.52,7.66,7.91,351,300,308
55617,TASP1,4.65,4.92,3.53,8.62,9.31,6.53,153,180,146
55619,DOCK10,0.01,0.03,0.01,0.01,0.06,0.01,1,4,1
55620,STAP2,62.08,93.53,107.12,114.96,176.92,197.8,1611.36,2363.52,2619.82
55621,TRMT1,19.43,22.37,25.3,35.98,42.31,46.72,772.02,862.02,944.05
55622,TTC27,6.65,6.18,5.43,12.31,11.69,10.03,357,324,270
55623,THUMPD1,19.22,21.59,17.28,35.6,40.84,31.91,1491,1616,1265
55624,POMGNT1,56.4,62.16,59.74,104.45,117.58,110.32,2824,3016,2797.47
55625,ZDHHC7,29.19,33.32,30.75,54.06,63.04,56.79,1320,1470,1353
55626,AMBRA1,6.32,6.27,6.75,11.7,11.87,12.47,603.12,572.23,603.93
55627,SMPD4,39.29,33.98,37.33,72.75,64.27,68.93,2800.82,2384.12,2533.63
55628,ZNF407,1.37,1.27,1.32,2.54,2.4,2.43,400.41,356.61,357.91
55629,PNRC2,46.91,43.69,40.85,86.87,82.65,75.44,2094,1892,1715
55630,SLC39A4,99.92,69.84,73.93,185.03,132.11,136.51,1202.82,819,840
55631,LRRC40,11.4,14.07,10.21,21.12,26.61,18.86,581,712,508
55632,G2E3,8.21,4.84,3.63,15.2,9.15,6.71,824,473,347
55633,TBC1D22B,5.39,5.09,5.19,9.99,9.63,9.58,335.31,311.04,300.48
55634,KRBOX4,2.12,2.78,2.05,3.93,5.26,3.78,92.44,119.64,84.59
55635,DEPDC1,13.9,6.3,5.89,25.75,11.92,10.87,1360,605,553
55636,CHD7,2.3,1.81,1.93,4.27,3.43,3.57,437,337,331
55638,SYBU,13.27,13.36,13.15,24.56,25.27,24.28,739,723,674
55640,FLVCR2,1.65,3.22,4.82,3.06,6.1,8.9,100,213,285
55643,BTBD2,87.81,81.29,91.4,162.6,153.77,168.79,3699,3267,3551
55644,OSGEP,7.49,9.44,10.09,13.87,17.86,18.64,274,336,348.01
55646,LYAR,24.98,15.39,14.23,46.26,29.11,26.27,713,427,377
55647,RAB20,14.96,17.38,15.87,27.7,32.89,29.3,414,468,414
55650,PIGV,8.15,9.21,9.26,15.1,17.42,17.1,720.84,776.85,766.11
55651,NHP2,216.81,190.97,201.01,401.49,361.27,371.19,3003.21,2573.7,2624.35
55652,SLC48A1,12.3,16.97,17.62,22.79,32.1,32.53,683.6,920.48,946.43
55653,BCAS4,3.48,6.74,6.46,6.45,12.75,11.93,81.01,147.64,137.99
55654,TMEM127,8.23,11.15,11.34,15.24,21.1,20.94,963.14,1257.65,1233.88
55655,NLRP2,24.42,43.36,44.51,45.23,82.03,82.2,1614.53,2781,2768.83
55656,INTS8,12.32,11.27,10.6,22.81,21.32,19.57,967.74,754.09,696.09
55657,ZNF692,15.86,13.16,12.23,29.37,24.9,22.58,553,441,402
55658,RNF126,94.26,68.2,71,174.56,129.01,131.1,2820,1991,2008
55659,ZNF416,2.66,2.52,2.73,4.92,4.77,5.04,126,118,123
55660,PRPF40A,24.12,27.38,23.32,44.67,51.79,43.06,1970,2238,1885.02
55661,DDX27,25.92,36.56,36.48,48.01,69.16,67.37,1309,1790,1731
55662,HIF1AN,4.77,4.51,4.79,8.83,8.53,8.85,685.8,658.98,671.88
55663,ZNF446,9.42,8.5,11.52,17.44,16.08,21.27,352,314,395.56
55664,CDC37L1,5.54,10.75,8.92,10.26,20.34,16.48,363,685,551
55665,URGCP,15.27,16.63,16.93,28.28,31.46,31.27,1057,1137.64,1106.66
55666,NPLOC4,41.45,46.94,47.57,76.76,88.8,87.84,3399,3725,3658
55667,DENND4C,4.99,6.37,5.36,9.25,12.04,9.9,731.11,876.06,750.85
55668,GPATCH2L,6.21,7.21,6.23,11.51,13.64,11.51,607.67,868.8,781.43
55669,MFN1,28.88,26.09,19.79,53.47,49.35,36.54,2180.87,1936.74,1487.07
55670,PEX26,4.9,4.01,3.92,9.08,7.58,7.24,1719.88,1366.46,1295.16
55671,PPP4R3A,13.65,25.25,21.62,25.27,47.77,39.92,1033,1889,1533
55672,NBPF1,6.27,4.41,4.36,11.61,8.35,8.05,702.84,481.09,460.76
55676,SLC30A6,7.52,8.44,7.15,13.92,15.97,13.2,648.83,717.13,581.51
55677,IWS1,18.54,21.71,19.74,34.33,41.06,36.46,997,1152,1006
55679,LIMS2,0.24,0.39,0.95,0.44,0.74,1.76,9.54,14.75,29
55680,RUFY2,2.46,4.41,4.1,4.56,8.34,7.58,192.71,333.68,296.43
55681,SCYL2,6.75,4.11,3.5,12.5,7.77,6.46,729,425,355
55683,KANSL3,10.44,13.86,12.82,19.34,26.22,23.68,1005,1294,1166
55684,RABL6,64.95,81.34,82.41,120.28,153.87,152.17,3693,4553,4473
55686,MREG,3.07,3.76,3.72,5.69,7.12,6.88,170.75,211.83,156
55687,TRMU,24.86,25.57,20.52,46.03,48.36,37.89,750,750,576
55689,YEATS2,7.82,9.31,9.45,14.47,17.61,17.45,911.41,989.6,985.33
55690,PACS1,15.47,22.06,23.49,28.64,41.74,43.38,1233,1710,1746
55691,FRMD4A,1.33,0.72,0.88,2.47,1.36,1.62,176.91,96.33,115.93
55692,LUC7L,17.97,26.75,24.19,33.27,50.6,44.68,532,757,659
55693,KDM4D,0.69,0.58,0.69,1.28,1.09,1.28,38,31,36
55695,NSUN5,47.03,58.54,65.05,87.09,110.75,120.12,1713.74,2036.14,2171.27
55696,RBM22,22.24,29.63,30.55,41.18,56.06,56.41,950,1231,1230
55697,VAC14,21.49,19.35,23.6,39.79,36.6,43.58,1450.83,1229.14,1451.51
55698,RADIL,0.03,0.05,0.04,0.05,0.09,0.08,3.04,4.73,4.54
55699,IARS2,52.84,44.67,39.17,97.84,84.5,72.33,3492,2871,2440
55700,MAP7D1,66.81,109.29,107.84,123.72,206.75,199.13,4111,6550,6254
55701,ARHGEF40,2.32,4.71,5.66,4.29,8.92,10.45,219.43,448.56,536.91
55702,YJU2,21.88,31.74,33,40.51,60.05,60.93,574,810,816
55703,POLR3B,6.33,7.14,6.61,11.73,13.5,12.2,498,546,491
55704,CCDC88A,0.99,1.25,1.24,1.83,2.36,2.3,165,203,195
55705,IPO9,14.72,11.62,11.79,27.25,21.98,21.77,3175.96,2438.72,2397.54
55706,NDC1,21.88,12.13,9.63,40.51,22.96,17.78,1870,1000,770
55707,NECAP2,11.25,15.41,14.63,20.84,29.15,27.02,417,562,516
55709,KBTBD4,5.38,8.58,8.2,9.97,16.24,15.15,241.85,374.07,347.86
55711,FAR2,2.53,3.51,3.23,4.68,6.65,5.96,184,236,213
55713,ZNF334,0.2,0.84,0.73,0.37,1.59,1.35,20.19,66,56
55714,TENM3,0.01,0.01,0,0.02,0.01,0,2,1,0
55715,DOK4,2.44,4.25,3.51,4.53,8.03,6.48,127.22,210.7,168.33
55716,LMBR1L,8.85,10.54,11.53,16.39,19.94,21.3,389,457,472
55717,WDR11,9.93,8.68,7.45,18.4,16.42,13.75,802,692,573
55718,POLR3E,23.91,15.93,14.96,44.28,30.14,27.63,1365,901,817
55719,SLF2,2.49,2.68,2.8,4.61,5.07,5.17,215.48,201,183.32
55720,TSR1,33.58,22.31,21.33,62.19,42.2,39.38,2675.37,1728.18,1601.32
55721,IQCC,4.68,4.18,4.88,8.67,7.91,9.02,176.27,152.51,171.58
55722,CEP72,3.5,2.69,1.93,6.47,5.09,3.56,147.76,106.25,80
55723,ASF1B,45.51,22.92,25.97,84.27,43.36,47.95,1417,694,762
55726,INTS13,17.3,16.9,14.64,32.04,31.98,27.04,777,736,600
55727,BTBD7,6.23,10.78,10.54,11.54,20.39,19.46,559.88,717.99,661.74
55728,N4BP2,1.19,1.13,1.04,2.21,2.14,1.91,210.06,193.64,170.3
55729,ATF7IP,3.93,7.17,6.9,7.28,13.57,12.74,629.21,1037.68,1002.53
55731,FAM222B,8.3,11.59,13.15,15.37,21.93,24.29,652.54,871.23,972.42
55732,C1orf112,5.02,2.49,2.46,9.29,4.72,4.54,240.26,141.41,133.65
55733,HHAT,0.21,2.07,2.22,0.39,3.92,4.1,13.01,131,131
55734,ZFP64,12.7,10.06,11.24,23.52,19.03,20.75,695.75,547.45,578.83
55735,DNAJC11,39.96,31.79,33.82,74.01,60.15,62.46,2391.56,1850.31,1907.81
55737,VPS35,47.57,64.96,58.53,88.09,122.88,108.09,2972.4,4056.6,3581.31
55738,ARFGAP1,17.3,19.94,19.92,32.03,37.72,36.79,1055,1180,1145
55739,NAXD,13.7,19.08,17.46,25.37,36.09,32.25,647,884,775
55740,ENAH,20.43,23.02,18.25,37.84,43.54,33.7,3214.65,3425.48,2671.16
55741,EDEM2,17.37,12.96,13.06,32.17,24.52,24.12,598.15,439.08,428.98
55742,PARVA,3.9,5.31,4.82,7.23,10.05,8.9,635.93,841.75,740.13
55743,CHFR,5.89,5.52,5.05,10.9,10.43,9.32,376.3,355.03,296.93
55744,COA1,37.39,29.17,25.57,69.24,55.18,47.21,1001.47,809.93,709.63
55745,AP5M1,3.55,3.89,3.05,6.57,7.35,5.64,783,835,636
55746,NUP133,14.4,12.45,10.91,26.66,23.55,20.14,1410,1186,1007
55748,CNDP2,93.24,99.16,105.27,172.66,187.58,194.39,8697.02,9002.31,9264.71
55749,CCAR1,27.82,25.06,23.44,51.51,47.41,43.29,2429.19,2127.62,1927.12
55750,AGK,22.15,22.27,22.69,41.02,42.13,41.91,1346.59,1516.83,1476.16
55751,TMEM184C,28.55,40.83,32.95,52.86,77.25,60.85,2230.16,3102.42,2426.53
55752,SEPTIN11,22.04,18.85,17.93,40.82,35.66,33.11,2244.75,1870.36,1693.94
55753,OGDHL,3.21,5.12,6.11,5.95,9.68,11.28,209,333,370
55754,TMEM30A,19.86,20.5,16.28,36.78,38.77,30.07,1646,1652,1272
55755,CDK5RAP2,12.27,11.01,12.02,22.73,20.82,22.2,1290,1150,1188
55756,INTS9,10.29,10.26,11.07,19.06,19.41,20.44,487,473,497
55757,UGGT2,2.63,3.4,2.85,4.87,6.43,5.27,240,313,245
55758,RCOR3,6.95,10.62,10.83,12.87,20.08,20,435.24,733,677.01
55759,WDR12,5.65,5.31,4.24,10.46,10.04,7.83,859.92,785.72,608.46
55760,DHX32,17.73,18.56,16.67,32.84,35.11,30.79,1010.32,1028.33,895.35
55761,TTC17,11.47,18.12,18.1,21.24,34.28,33.43,863,1369,1333
55762,ZNF701,1.77,2.18,2.46,3.27,4.13,4.54,175.46,210.19,230.93
55763,EXOC1,6.32,9.38,8.7,11.71,17.75,16.07,407,588.77,537.04
55764,IFT122,5.28,3.85,4.81,9.78,7.28,8.89,382,274,327
55765,INAVA,4.8,4.19,4.46,8.89,7.92,8.24,371.2,316.24,326.05
55766,H2AJ,98.37,199.26,205.9,182.17,376.94,380.21,6628.46,13056.91,13076.06
55768,NGLY1,15.62,15.04,13.67,28.93,28.45,25.24,714.15,673,589
55769,ZNF83,6.35,7.59,6.78,11.76,14.36,12.53,341.78,390.48,348.77
55770,EXOC2,4.88,5.6,5.53,9.04,10.59,10.22,384,442,439
55771,PRR11,14.59,5.95,6.37,27.01,11.26,11.76,1554.6,659.45,660.92
55773,TBC1D23,2.59,3.5,3.12,4.79,6.61,5.76,178,233,201
55775,TDP1,13.97,7.7,7.55,25.87,14.57,13.95,974.41,525.66,508.03
55776,SAYSD1,14.31,17.08,15.09,26.49,32.3,27.87,742.05,931.68,796
55777,MBD5,0.73,0.55,0.58,1.34,1.04,1.08,146.77,108.26,111.43
55778,ZNF839,6.87,5.98,5.94,12.73,11.31,10.98,447.47,386.03,370.54
55779,CFAP44,0.18,0.29,0.2,0.33,0.55,0.36,34.39,55,36
55780,ERMARD,7.78,3.56,2.87,14.41,6.74,5.3,314,147,110
55781,RIOK2,10.69,15.2,13.51,19.8,28.75,24.94,611.15,849.84,699.16
55783,CMTR2,7.32,10.56,10.1,13.56,19.97,18.65,598,841,776
55784,MCTP2,14.54,9.65,7.28,26.93,18.26,13.44,1808.97,1039.96,780.92
55785,FGD6,0.36,1.43,1.4,0.67,2.71,2.59,63.54,244.44,231.65
55786,ZNF415,1.05,2.84,2.66,1.94,5.37,4.91,49.3,127.35,113.64
55787,TXLNG,9.34,6.43,5.65,17.29,12.17,10.44,786.96,543.69,453.85
55788,LMBRD1,6.61,12.58,10.59,12.24,23.79,19.55,482.96,894.2,729.59
55789,DEPDC1B,18.04,12.46,12.21,33.41,23.56,22.55,839.71,567.56,538
55790,CSGALNACT1,2.97,2.56,2.07,5.5,4.84,3.83,198.53,175.63,136.65
55791,LRIF1,13.43,12.45,10.01,24.87,23.56,18.48,577,567,479
55793,MINDY1,10.91,11.37,9.66,20.2,21.52,17.83,525.41,530.14,443.83
55794,DDX28,16.05,15.36,15.15,29.72,29.05,27.98,691,643,615
55795,PCID2,26.88,18.23,15.86,49.77,34.49,29.3,981.67,653.11,565.98
55796,MBNL3,1.8,2.09,2.08,3.34,3.96,3.84,317,318,291
55798,METTL2B,10.01,10.32,10.53,18.54,19.52,19.44,1101.04,1103.69,1091.24
55799,CACNA2D3,0.07,0.1,0.13,0.13,0.19,0.25,5,7,9
55800,SCN3B,0.1,0.2,0.21,0.18,0.38,0.4,10.46,21.32,22.06
55802,DCP1A,7.11,7.94,7.43,13.17,15.03,13.71,776.5,848.16,767.48
55803,ADAP2,3.01,3.23,2.73,5.58,6.12,5.04,150.02,139.85,128.57
55805,LRP2BP,0.61,0.55,0.76,1.14,1.05,1.41,57.91,52.02,70.57
55806,HR,0.39,1.39,1.21,0.72,2.63,2.23,40,130,111
55808,ST6GALNAC1,143.59,107.97,114.16,265.9,204.25,210.8,5929,4353,4385
55809,TRERF1,5.08,4.9,5.07,9.41,9.26,9.37,754,710,708
55810,FOXJ2,6.59,6.91,8.31,12.19,13.07,15.35,661,670,763
55811,ADCY10,0.19,0.31,0.28,0.35,0.58,0.51,24.63,43.21,33.28
55812,SPATA7,3.31,6.24,7.15,6.13,11.81,13.21,119,213.49,239
55813,UTP6,34.56,40.76,32.91,64.01,77.11,60.78,1334.96,1552.62,1230.65
55814,BDP1,4.3,3.7,3.21,7.96,7,5.92,904.12,746.94,630.07
55815,TSNAXIP1,0.19,0.71,0.92,0.36,1.33,1.7,9,31,33
55816,DOK5,0,0.07,0.26,0,0.14,0.48,0,1,5
55818,KDM3A,6.92,9.88,10.26,12.81,18.69,18.94,491,664,683
55819,RNF130,42.69,29.59,29.87,79.05,55.98,55.16,1560.62,1052.2,1031.16
55821,ALLC,0.06,0,0.06,0.11,0,0.12,1,0,1
55823,VPS11,9.36,13.93,17.51,17.33,26.35,32.33,557,808,987
55824,PAG1,1.48,1.17,1.04,2.73,2.22,1.92,298.41,228.06,188.42
55825,PECR,8.18,8.01,6.7,15.14,15.14,12.37,288.64,281.4,227.21
55827,DCAF6,93.94,93.19,80.5,173.96,176.29,148.65,5464.58,5228.72,4367.02
55829,SELENOS,55.4,41.37,36.46,102.59,78.26,67.34,1238,900,767
55830,GLT8D1,20.38,15.26,15.43,37.73,28.87,28.49,693,541,527
55831,EMC3,33.7,34.31,33.13,62.4,64.91,61.18,956.44,1007.37,912.9
55832,CAND1,13.17,14.62,11.87,24.39,27.65,21.92,2782.77,3004.47,2368.29
55833,UBAP2,22.03,29.54,37.93,40.79,55.88,70.04,1529,2051,2494
55835,CENPJ,4.7,3.25,2.76,8.71,6.15,5.1,441,277,236
